id;title;short_description;description;since;till;image;images;channel_uuid;videos;social_1;social_1_link;social_2;social_2_link;social_3;social_3_link;social_4;social_4_link;social_5;social_5_link
4f2fe8db-437a-45e8-95a6-6b688823f67d;Katie Wyman;;Creating immersive soundscapes that blend ambient sounds with rhythmic patterns, they invite listeners to escape reality and explore their inner thoughts.;2025-10-25 13:00;2025-10-25 14:00;https://images.unsplash.com/photo-1647684379896-b342fa47bc40?q=80&w=2070&auto=format&fit=crop&ixlib=rb-4.0.3&ixid=M3wxMjA3fDB8MHxwaG90by1wYWdlfHx8fGVufDB8fHx8fA%3D%3D;https://images.unsplash.com/photo-1647684379896-b342fa47bc40?q=80&w=2070&auto=format&fit=crop&ixlib=rb-4.0.3&ixid=M3wxMjA3fDB8MHxwaG90by1wYWdlfHx8fGVufDB8fHx8fA%3D%3D;836ad0c6-b38b-4b25-be2e-338a72c10e0c;https://www.youtube.com/embed/Sl0n6n_KzH4;;;;;;;;;;
f23d6809-3af5-475f-9043-1d69154c30e0;Randolph Abshire;;An experimental artist who pushes the boundaries of electronic music, utilizing unconventional sounds and structures to create thought-provoking pieces.;2025-10-25 14:00;2025-10-25 14:20;https://images.unsplash.com/photo-1470406852800-b97e5d92e2aa?q=80&w=2070&auto=format&fit=crop&ixlib=rb-4.0.3&ixid=M3wxMjA3fDB8MHxwaG90by1wYWdlfHx8fGVufDB8fHx8fA%3D%3D;https://images.unsplash.com/photo-1470406852800-b97e5d92e2aa?q=80&w=2070&auto=format&fit=crop&ixlib=rb-4.0.3&ixid=M3wxMjA3fDB8MHxwaG90by1wYWdlfHx8fGVufDB8fHx8fA%3D%3D;836ad0c6-b38b-4b25-be2e-338a72c10e0c;https://www.youtube.com/embed/S-oc9lxsGUI;;;;;;;;;;
3f862305-639a-4899-9793-4844a6dd8415;Maggie Schamberger;;Recognized for their uplifting tracks that seamlessly blend house and progressive elements, this artist brings joy and positivity to the dance floor.;2025-10-25 14:20;2025-10-25 15:00;https://images.unsplash.com/photo-1609010697446-11f2155278f0?q=80&w=2070&auto=format&fit=crop&ixlib=rb-4.0.3&ixid=M3wxMjA3fDB8MHxwaG90by1wYWdlfHx8fGVufDB8fHx8fA%3D%3D;https://images.unsplash.com/photo-1609010697446-11f2155278f0?q=80&w=2070&auto=format&fit=crop&ixlib=rb-4.0.3&ixid=M3wxMjA3fDB8MHxwaG90by1wYWdlfHx8fGVufDB8fHx8fA%3D%3D;836ad0c6-b38b-4b25-be2e-338a72c10e0c;https://www.youtube.com/embed/7xpja4fejbk;;;;;;;;;;
e83671a0-4d15-47d6-8c91-4cae9ae0fb4a;Timothy Lang;;With a signature style that fuses techno and trance, they have built a loyal following, known for delivering heart-pounding sets that leave fans wanting more.;2025-10-25 15:00;2025-10-25 16:00;https://images.unsplash.com/photo-1542727313-4f3e99aa2568?q=80&w=2070&auto=format&fit=crop&ixlib=rb-4.0.3&ixid=M3wxMjA3fDB8MHxwaG90by1wYWdlfHx8fGVufDB8fHx8fA%3D%3D;https://images.unsplash.com/photo-1542727313-4f3e99aa2568?q=80&w=2070&auto=format&fit=crop&ixlib=rb-4.0.3&ixid=M3wxMjA3fDB8MHxwaG90by1wYWdlfHx8fGVufDB8fHx8fA%3D%3D;836ad0c6-b38b-4b25-be2e-338a72c10e0c;https://www.youtube.com/embed/MpZZ7SwtY2A;;;;;;;;;;
eeb3f06c-1b40-4f6a-ad77-fad57b8b839a;Melba Maggio;;An innovative DJ whose pulsating beats and infectious energy keep the dance floor alive. With a unique flair for remixing classic tracks, they are a crowd favorite.;2025-10-25 16:00;2025-10-25 17:50;https://images.unsplash.com/photo-1594751439417-df8aab2a0c11?q=80&w=2070&auto=format&fit=crop&ixlib=rb-4.0.3&ixid=M3wxMjA3fDB8MHxwaG90by1wYWdlfHx8fGVufDB8fHx8fA%3D%3D;https://images.unsplash.com/photo-1594751439417-df8aab2a0c11?q=80&w=2070&auto=format&fit=crop&ixlib=rb-4.0.3&ixid=M3wxMjA3fDB8MHxwaG90by1wYWdlfHx8fGVufDB8fHx8fA%3D%3D;836ad0c6-b38b-4b25-be2e-338a72c10e0c;https://www.youtube.com/embed/116apI0mkso;;;;;;;;;;
d1635f44-01dc-454b-ac9c-b3141472b3d7;Joshua Dach;;Known for their electrifying live performances, this artist combines visual art and music, creating a multi-sensory experience that captivates audiences.;2025-10-25 17:50;2025-10-25 18:50;https://images.unsplash.com/photo-1610608077449-9dd751e8b988?q=80&w=2070&auto=format&fit=crop&ixlib=rb-4.0.3&ixid=M3wxMjA3fDB8MHxwaG90by1wYWdlfHx8fGVufDB8fHx8fA%3D%3D;https://images.unsplash.com/photo-1610608077449-9dd751e8b988?q=80&w=2070&auto=format&fit=crop&ixlib=rb-4.0.3&ixid=M3wxMjA3fDB8MHxwaG90by1wYWdlfHx8fGVufDB8fHx8fA%3D%3D;836ad0c6-b38b-4b25-be2e-338a72c10e0c;https://www.youtube.com/embed/S-oc9lxsGUI;;;;;;;;;;
421deac0-ed97-44ee-b38a-2afe9a77cd02;Mr. Roland Jones;;A master of storytelling through sound, crafting deep and intricate compositions that take listeners on a journey through various moods and landscapes.;2025-10-25 18:50;2025-10-25 19:50;https://images.unsplash.com/flagged/photo-1570612861542-284f4c12e75f?q=80&w=2070&auto=format&fit=crop&ixlib=rb-4.0.3&ixid=M3wxMjA3fDB8MHxwaG90by1wYWdlfHx8fGVufDB8fHx8fA%3D%3D;https://images.unsplash.com/flagged/photo-1570612861542-284f4c12e75f?q=80&w=2070&auto=format&fit=crop&ixlib=rb-4.0.3&ixid=M3wxMjA3fDB8MHxwaG90by1wYWdlfHx8fGVufDB8fHx8fA%3D%3D;836ad0c6-b38b-4b25-be2e-338a72c10e0c;https://www.youtube.com/embed/116apI0mkso;;;;;;;;;;
ae04b4d2-2bc9-499a-8009-242eba9dd9c8;Jessica Mills;;An experimental artist who pushes the boundaries of electronic music, utilizing unconventional sounds and structures to create thought-provoking pieces.;2025-10-25 19:50;2025-10-25 20:50;https://images.unsplash.com/photo-1632850384791-99fda88d324b?q=80&w=2041&auto=format&fit=crop&ixlib=rb-4.0.3&ixid=M3wxMjA3fDB8MHxwaG90by1wYWdlfHx8fGVufDB8fHx8fA%3D%3D;https://images.unsplash.com/photo-1632850384791-99fda88d324b?q=80&w=2041&auto=format&fit=crop&ixlib=rb-4.0.3&ixid=M3wxMjA3fDB8MHxwaG90by1wYWdlfHx8fGVufDB8fHx8fA%3D%3D;836ad0c6-b38b-4b25-be2e-338a72c10e0c;https://www.youtube.com/embed/L2qDaJcSH_o;;;;;;;;;;
83d82b52-b4b2-4a82-9699-568a46f0f03e;Leona Monahan-Reynolds;;With a focus on sustainability and eco-friendly practices, this artist promotes a conscious lifestyle through their music and public persona.;2025-10-25 20:50;2025-10-25 21:50;https://images.unsplash.com/photo-1594712722774-49d96148ba20?q=80&w=2070&auto=format&fit=crop&ixlib=rb-4.0.3&ixid=M3wxMjA3fDB8MHxwaG90by1wYWdlfHx8fGVufDB8fHx8fA%3D%3D;https://images.unsplash.com/photo-1594712722774-49d96148ba20?q=80&w=2070&auto=format&fit=crop&ixlib=rb-4.0.3&ixid=M3wxMjA3fDB8MHxwaG90by1wYWdlfHx8fGVufDB8fHx8fA%3D%3D;836ad0c6-b38b-4b25-be2e-338a72c10e0c;https://www.youtube.com/embed/7xpja4fejbk;;;;;;;;;;
768909a0-6569-4fc9-97d6-1296358d9618;Andres Emmerich;;A master of storytelling through sound, crafting deep and intricate compositions that take listeners on a journey through various moods and landscapes.;2025-10-25 21:50;2025-10-25 22:50;https://images.unsplash.com/photo-1618827840222-fcf8f42509c8?q=80&w=1931&auto=format&fit=crop&ixlib=rb-4.0.3&ixid=M3wxMjA3fDB8MHxwaG90by1wYWdlfHx8fGVufDB8fHx8fA%3D%3D;https://images.unsplash.com/photo-1618827840222-fcf8f42509c8?q=80&w=1931&auto=format&fit=crop&ixlib=rb-4.0.3&ixid=M3wxMjA3fDB8MHxwaG90by1wYWdlfHx8fGVufDB8fHx8fA%3D%3D;836ad0c6-b38b-4b25-be2e-338a72c10e0c;https://www.youtube.com/embed/e94gack-DJk;;;;;;;;;;
5bf6272f-2548-4138-9763-6f493abbc212;Angelina Stark Sr.;;With an extensive discography filled with chart-topping hits, this artist has solidified their place as a mainstay in the electronic music industry.;2025-10-25 22:50;2025-10-26 00:00;https://images.unsplash.com/photo-1647605239355-1f604f452cb0?q=80&w=2070&auto=format&fit=crop&ixlib=rb-4.0.3&ixid=M3wxMjA3fDB8MHxwaG90by1wYWdlfHx8fGVufDB8fHx8fA%3D%3D;https://images.unsplash.com/photo-1647605239355-1f604f452cb0?q=80&w=2070&auto=format&fit=crop&ixlib=rb-4.0.3&ixid=M3wxMjA3fDB8MHxwaG90by1wYWdlfHx8fGVufDB8fHx8fA%3D%3D;836ad0c6-b38b-4b25-be2e-338a72c10e0c;https://www.youtube.com/embed/S-oc9lxsGUI;;;;;;;;;;
9acb9018-baa0-42b2-b8c3-51c3e07a9fb8;Stephen Grady Sr.;;Known for their electrifying live performances, this artist combines visual art and music, creating a multi-sensory experience that captivates audiences.;2025-10-25 00:00;2025-10-25 01:20;https://images.unsplash.com/photo-1654005205978-11654e27ba77?q=80&w=2068&auto=format&fit=crop&ixlib=rb-4.0.3&ixid=M3wxMjA3fDB8MHxwaG90by1wYWdlfHx8fGVufDB8fHx8fA%3D%3D;https://images.unsplash.com/photo-1654005205978-11654e27ba77?q=80&w=2068&auto=format&fit=crop&ixlib=rb-4.0.3&ixid=M3wxMjA3fDB8MHxwaG90by1wYWdlfHx8fGVufDB8fHx8fA%3D%3D;c552e398-0efc-405d-8e5b-a6aa69008967;https://www.youtube.com/embed/zFIikcWbFRc;;;;;;;;;;
3c55eb6f-a6e7-4228-8eaf-18661d80eae7;Omar Adams;;An accomplished artist with a knack for crafting atmospheric tunes that evoke emotions. Their music is characterized by ethereal vocals and hypnotic rhythms.;2025-10-25 01:20;2025-10-25 01:45;https://images.unsplash.com/photo-1678016371865-f86610a9726d?q=80&w=2070&auto=format&fit=crop&ixlib=rb-4.0.3&ixid=M3wxMjA3fDB8MHxwaG90by1wYWdlfHx8fGVufDB8fHx8fA%3D%3D;https://images.unsplash.com/photo-1678016371865-f86610a9726d?q=80&w=2070&auto=format&fit=crop&ixlib=rb-4.0.3&ixid=M3wxMjA3fDB8MHxwaG90by1wYWdlfHx8fGVufDB8fHx8fA%3D%3D;c552e398-0efc-405d-8e5b-a6aa69008967;https://www.youtube.com/embed/hNUsOHg-cA0;;;;;;;;;;
18bf7b4e-de25-4595-8401-4220e8d52785;Mrs. Marilyn Sanford;;An artist who has made a significant impact in the global electronic scene, known for their collaborations with other talented musicians and producers.;2025-10-25 01:45;2025-10-25 02:00;https://images.unsplash.com/photo-1594751439417-df8aab2a0c11?q=80&w=2070&auto=format&fit=crop&ixlib=rb-4.0.3&ixid=M3wxMjA3fDB8MHxwaG90by1wYWdlfHx8fGVufDB8fHx8fA%3D%3D;https://images.unsplash.com/photo-1594751439417-df8aab2a0c11?q=80&w=2070&auto=format&fit=crop&ixlib=rb-4.0.3&ixid=M3wxMjA3fDB8MHxwaG90by1wYWdlfHx8fGVufDB8fHx8fA%3D%3D;c552e398-0efc-405d-8e5b-a6aa69008967;https://www.youtube.com/embed/K6VyACwvuIo;;;;;;;;;;
e5d2e613-bd0a-4fbc-8a3d-138ff7394426;Lynn Reinger;;Famous for their unique ability to create catchy hooks and memorable melodies, their tracks resonate with audiences of all ages and backgrounds.;2025-10-25 02:00;2025-10-25 02:45;https://images.unsplash.com/photo-1615529609972-1864841e3da3?q=80&w=2070&auto=format&fit=crop&ixlib=rb-4.0.3&ixid=M3wxMjA3fDB8MHxwaG90by1wYWdlfHx8fGVufDB8fHx8fA%3D%3D;https://images.unsplash.com/photo-1615529609972-1864841e3da3?q=80&w=2070&auto=format&fit=crop&ixlib=rb-4.0.3&ixid=M3wxMjA3fDB8MHxwaG90by1wYWdlfHx8fGVufDB8fHx8fA%3D%3D;c552e398-0efc-405d-8e5b-a6aa69008967;https://www.youtube.com/embed/116apI0mkso;;;;;;;;;;
11d66296-8fec-4931-b65b-7b0dad0cdc3f;Miss Agnes Rath DDS;;Known for their innovative use of technology in music production, they continuously redefine the electronic genre with groundbreaking releases.;2025-10-25 02:45;2025-10-25 03:15;https://images.unsplash.com/photo-1490585639275-bd19bcafe620?q=80&w=2070&auto=format&fit=crop&ixlib=rb-4.0.3&ixid=M3wxMjA3fDB8MHxwaG90by1wYWdlfHx8fGVufDB8fHx8fA%3D%3D;https://images.unsplash.com/photo-1490585639275-bd19bcafe620?q=80&w=2070&auto=format&fit=crop&ixlib=rb-4.0.3&ixid=M3wxMjA3fDB8MHxwaG90by1wYWdlfHx8fGVufDB8fHx8fA%3D%3D;c552e398-0efc-405d-8e5b-a6aa69008967;https://www.youtube.com/embed/hNUsOHg-cA0;;;;;;;;;;
e23ea576-1ada-460b-8670-c740099487b6;Angelica Hills;;Recognized for their uplifting tracks that seamlessly blend house and progressive elements, this artist brings joy and positivity to the dance floor.;2025-10-25 03:15;2025-10-25 03:45;https://images.unsplash.com/photo-1594712722774-49d96148ba20?q=80&w=2070&auto=format&fit=crop&ixlib=rb-4.0.3&ixid=M3wxMjA3fDB8MHxwaG90by1wYWdlfHx8fGVufDB8fHx8fA%3D%3D;https://images.unsplash.com/photo-1594712722774-49d96148ba20?q=80&w=2070&auto=format&fit=crop&ixlib=rb-4.0.3&ixid=M3wxMjA3fDB8MHxwaG90by1wYWdlfHx8fGVufDB8fHx8fA%3D%3D;c552e398-0efc-405d-8e5b-a6aa69008967;https://www.youtube.com/embed/DhTtsgUUI3Y;;;;;;;;;;
6cf58d41-a2d6-4cf8-86c6-72d3d0717a30;Leonard Kutch;;With an extensive discography filled with chart-topping hits, this artist has solidified their place as a mainstay in the electronic music industry.;2025-10-25 03:45;2025-10-25 04:15;https://images.unsplash.com/photo-1638174267779-5fcd54afe356?q=80&w=2070&auto=format&fit=crop&ixlib=rb-4.0.3&ixid=M3wxMjA3fDB8MHxwaG90by1wYWdlfHx8fGVufDB8fHx8fA%3D%3D;https://images.unsplash.com/photo-1638174267779-5fcd54afe356?q=80&w=2070&auto=format&fit=crop&ixlib=rb-4.0.3&ixid=M3wxMjA3fDB8MHxwaG90by1wYWdlfHx8fGVufDB8fHx8fA%3D%3D;c552e398-0efc-405d-8e5b-a6aa69008967;https://www.youtube.com/embed/K6VyACwvuIo;;;;;;;;;;